302,1,0.97817,0.69767,0.58446,1.9778,-0.74977,0.56667,0.43333,0
302,2,0.98371,0.75568,0.52397,2.3282,-0.72238,0.7,0.3,0
303,1,0.98714,0.31694,0.62104,0.89592,-1.3533,0.9,0.1,0
303,2,0.9934,0.54971,0.53028,1.5194,-1.1766,0.9,0.1,0
304,1,0.98484,0.70718,0.57102,2.0717,-0.81033,0.3,0.33333,0.33333
304,2,0.98965,0.76111,0.51639,2.4162,-0.80173,0.36667,0.16667,0.46667
305,1,0.9574,0.66667,0.564,1.7169,-0.6453,0.43333,0.3,0.2
305,2,0.97194,0.71123,0.48905,1.9982,-0.67659,0.43333,0.16667,0.36667
306,1,0.9646,0.41304,0.66894,1.013,-1.0133,0.83333,0.066667,0.1
306,2,0.98102,0.36757,0.61284,0.98132,-1.2068,0.5,0.4,0.1
307,1,0.98583,0.78919,0.48118,2.5745,-0.69447,0.1,0.9,0
307,2,0.98671,0.6257,0.41776,1.7369,-0.94862,0.3,0.7,0
308,1,0.97959,0.61749,0.56613,1.664,-0.87325,0.43333,0.5,0.066667
308,2,0.98046,0.59302,0.47722,1.5847,-0.91404,0.23333,0.56667,0.2
309,1,0.9844,0.72316,0.47705,2.1495,-0.78109,0.3,0.53333,0.16667
309,2,0.98851,0.72832,0.39307,2.2101,-0.83294,0.53333,0.43333,0.033333
310,1,0.95284,0.50838,0.65139,1.1983,-0.82603,0.1,0.4,0.33333
310,2,0.94533,0.66298,0.61752,1.6363,-0.59027,0.066667,0.53333,0.3
311,1,0.94208,0.66111,0.63831,1.6124,-0.57849,0.43333,0.26667,0.26667
311,2,0.991,0.89503,0.54194,3.8967,-0.55589,0.53333,0.23333,0.23333
312,1,0.961,0.84118,0.59322,2.7362,-0.38156,0.76667,0.23333,0
312,2,0.99086,0.88415,0.51336,3.6956,-0.58198,0.93333,0.066667,0
313,1,0.99095,0.63333,0.54084,1.7928,-1.0114,0.26667,0.53333,0.2
313,2,0.98974,0.68306,0.4837,1.9934,-0.92022,0.23333,0.56667,0.2
314,1,0.96616,0.83333,0.67108,2.7232,-0.42986,1,0,0
314,2,0.98254,0.9162,0.61355,4.1374,-0.36468,1,0,0
315,1,0.95643,0.72832,0.63531,1.9737,-0.55145,0.5,0.43333,0.066667
315,2,0.98604,0.75419,0.57453,2.3397,-0.75538,0.8,0.2,0
317,1,0.98337,0.65922,0.47543,1.8462,-0.85928,0.4,0.53333,0.066667
317,2,0.99369,0.5419,0.4002,1.4973,-1.1946,0.36667,0.56667,0.066667
319,1,0.97568,0.66111,0.57331,1.8046,-0.7781,0.36667,0.43333,0.2
319,2,0.99265,0.73797,0.46939,2.3006,-0.90122,0.3,0.63333,0.066667
320,1,0.97259,0.7191,0.53115,2.0405,-0.67009,0.43333,0.33333,0.23333
320,2,0.99457,0.72973,0.47144,2.2695,-0.96755,0.46667,0.33333,0.2
322,1,0.97069,0.5,0.61915,1.2582,-0.94554,0.33333,0.6,0.066667
322,2,0.97137,0.40449,0.52498,1.0228,-1.0715,0.16667,0.83333,0
323,1,0.88881,0.56593,0.57595,1.0935,-0.5271,0.33333,0.16667,0.46667
323,2,0.96692,0.5847,0.45558,1.4845,-0.8117,0.3,0.36667,0.3
324,1,0.98401,0.73262,0.66297,2.1976,-0.76196,0.8,0.16667,0.033333
324,2,0.98662,0.76836,0.59581,2.4354,-0.74077,0.73333,0.23333,0.033333
